feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,intrusion
1.2428716130380284,-2.8462420244197095,1.6314706249097402,0.6161296134929821,1.0243517898599654,3.7762194038784265,2.2075206450379765,-4.202170578071393,0.46473139039050315,-3.293098085513153,1.8487788880118574,-2.3655714472263565,1.8264687305952112,0.9422300175678358,-0.011057766537584168,-3.312649237732632,-3.2278878447718475,0.7036513059183127,4.432210255579582,-0.42967612707459496,1
4.91005140912719,-0.8034014999241434,-1.7858635427479341,-1.706847225340839,-0.07051955272741914,-2.2131411791170215,-0.03431534600289887,9.526942706149049,3.7405537923870305,-6.521879395196801,1.7635363106636976,0.6855559016378046,-5.243079217146806,-0.3521804481195873,1.9017901636497787,-0.8465456701943777,0.19549203278677973,5.2292255818642115,8.7722497139685,-1.5648544249554606,0
0.9950024762555829,4.472860051447762,0.39655243620181346,-0.7749433991062153,-0.5393129236109787,1.9836092069957982,1.5716836686335722,-1.1782767708526833,1.1753031334622632,1.6664032440709229,0.025383680248470264,2.1670627914191005,-1.2714219776624907,-0.15058354837492782,-2.5533347909381297,2.556612693737877,0.10919231074111924,-2.6503921813497096,-0.8912186760446601,0.9365066060570079,1
-6.064907178009898,-0.8611449322616684,-0.6637743149591895,0.6392159696723698,1.3990974792634143,0.4648866919133021,-7.810023319925597,-0.8337757153061319,1.9065102200409187,1.299077402907471,0.6647407534218119,0.28748792075629526,0.340743749035616,0.14599591431263995,0.11698101688159346,3.6525160594584154,0.4001010274421666,-1.1360768873418545,-4.633470947563423,0.6208299452898662,1
-3.6634567252160766,-2.540895512806627,-0.3620814999389117,-1.0181616332713168,1.939463549570124,-1.736996864124988,-2.2551499144628844,6.621085197736655,-3.0862586383126223,-5.767684985548529,-1.6804316332001448,3.5160857624027724,2.7746812532224276,0.6234171586011584,0.28868632118689086,3.795547623497537,-0.5419595273990245,-2.213839132182212,-8.46293153541222,0.7899077468538932,1
0.26354977006195024,-2.17624223187512,1.6061681062913924,-1.508781233979558,-0.672218872552405,0.808489331365642,6.028617825033497,-2.314422348779837,-2.0855457263832795,4.4642649133156835,4.4808642350208,-3.8277296685235127,-5.9263619915984505,-1.1789961729568956,-1.1220921865460407,-4.764114297556459,-5.184639830878322,2.943338940322008,13.724388660659018,1.2556775257411008,0
3.9884339066147994,-2.583923862084292,-2.9406632697959707,0.5272375710914241,-0.4901909062286882,0.5897311511168126,2.7940264027589965,11.759892921972334,0.5365990185665761,1.2967730251767717,3.285796296111124,-0.08639679657381061,-1.8744567695952887,1.153327763396889,-0.4417579123738029,0.8313127481987185,-0.7910565125911231,-3.8294530323840763,1.0068740110339551,0.908090298262139,0
4.268926124769966,1.1804914603067422,3.5181862996996447,4.6019988325586265,2.426085613853053,6.798276637492058,3.711362946042943,-6.120939877894349,2.669460595458186,4.258088943907186,1.0994931703866442,2.470029458785799,0.14949007909663803,-1.203885634372985,0.37163049089255895,0.49760004373388933,-0.7217309805136478,-0.8942604326981232,-0.5096467834093942,-0.5277718759454261,1
-1.9403025847620563,1.3165000944863234,2.402250021396307,0.44274188666023906,0.41046022190207787,1.191437589264112,-2.6752623930325665,-5.401110168903471,3.5212249571684264,2.149286165951759,-0.28089118671867763,-0.40568223830936945,-0.7540653298116305,0.16395148089481063,2.0595014986759237,-1.571818842231007,1.3259268772024764,-0.36184897244444336,-2.618663772349593,-0.5868127156030817,1
2.0738337029723786,2.7298776599523435,3.4967551658379317,2.9210536715788322,-0.2736065565341689,0.37746820090242295,1.303551437749071,-1.2714654770300002,0.944200173604428,-2.36212978517909,0.32213551858062983,0.4768525844057,-2.1450139973406332,0.624606644894278,-1.6620048594391985,-2.099342534615689,1.4851453818865252,-1.8178896910245235,5.867805371204626,0.17124404768499576,1
-0.6917920667040658,-0.8681138948158404,-1.528273056432219,-1.6471390705479654,0.7580657061739681,-3.436066393447107,2.072622491801588,1.300061737733881,-0.12357528251203742,0.6699586733236387,-1.494797908812838,-1.0361810106472118,-1.4850207850194597,-0.1971079879373953,-4.942835837821594,3.605416941410576,4.894223695330842,1.1849563062015542,-2.389192046918611,1.7578268995019506,0
2.5876738633652328,-0.9276782437859686,6.587236305245042,-0.3126382942118241,-1.0280678124641107,1.4209351597747109,-3.3439656859820817,-5.494164101254714,0.7917319534669498,-1.8851062663991653,-0.38954037813442655,-1.068364925476351,5.95323490070585,-0.47945941095045846,3.543316092307747,-2.7988250303869187,0.926368551010159,-0.752481091751253,-4.355112199695988,0.5020018890665597,0
